,index,id,title,popularity,tag1,tag2
4680,6860,848058,Piggy,61.81,notadult es horror thriller drama spain kidnapping village bullying murder torture summer karma grievingparents folkhorror abusivefather fatshaming ruralsetting basedonshortfilmspanish,bulli overweight teenag see glimps hope tormentor brutal abduct mesmer stranger
4681,6869,28032,Thumbelina,16.267,notadult en animation family fantasy romance music witch france widow feminism fairy musical mole miniaturepeople toad wantingababy basedonfairytale spinster nightclubperformer forcedmarriage beetle talkinganimal singingfamily familybandenglish,tini girl meet fairi princ save creatur wood
4682,6870,241254,The Prince,19.916,notadult en thriller action mobster justice retired missingperson missingdaughterenglish,famili man turn retir mob enforc must travel across countri find daughter gone miss
4683,6875,1378,Shortbus,18.525,notadult en romance drama comedy newyorkcity freelove swingerclub transsexuality suicideattempt eroticism orgasm groupsex sextherapy dominatrix malehomosexuality polyamory bdsm lgbt gaythemeenglish,group new yorker caught milieu converg shortbu underground brooklyn salon infam blend art music polit carnal loos inspir variou underground nyc gather took place earli 2000 gay coupl jami jame meet ceth young aspir singer
4684,6879,5680,"Elvira, Mistress of the Dark",23.039,notadult en horror comedy hostessenglish,great aunt die fame horror hostess elvira head uptight new england town falwel claim inherit haunt hous witch cookbook punk rock poodl stuffi local get eye scream queen ampl asset hell bust break loos
4685,6889,1857,The Transformers: The Movie,17.822,notadult en animation sciencefiction action adventure family transformation basedoncartoon basedontoy robot war transformersenglish,autobot must stop coloss robot goe autobot matrix leadership time must defend attack decepticon
4686,6891,11127,Starship Troopers 3: Marauder,21.366,notadult en adventure sciencefiction action spacemarine starship creature marauderenglish,war bug continu feder starship distant alien planet strand belov leader sky marshal anok sever other includ come tough pilot lola beck johnni rico reluct hero origin bug invas planet p lead team trooper dare rescu mission
4687,6905,12105,Yellow Submarine,15.31,notadult en music animation adventure comedy fantasy submarine surreal musical liverpool england blase admiral apple phantasmagoria color psychadelicenglish,wick blue meani take pepperland elimin color music survivor lord admir escap yellow submarin journey liverpool enlist help beatl
4688,6906,16418,Barbie Presents: Thumbelina,23.182,notadult en animation family basedontoyenglish,meet tini girl name thumbelina live harmoni natur magic world twillerbe hidden among wildflow whim spoil young girl name makena thumbelina two friend patch wildflow uproot transport lavish apart citi
4689,6910,11191,Mystic Pizza,19.225,notadult en comedy drama romance teenagegirl commitment lobster portugueseamericanenglish,three teenag girl come age work pizza parlor mystic connecticut
4690,6913,57737,Barbie: A Fairy Secret,18.213,notadult en animation family fantasy fairy basedontoy femaleprotagonistenglish,get readi barbi fairi secret amaz adventur barbi discov fairi live secretli around us ken suddenli whisk away group fairi barbi two fashion stylist friend reveal actual fairi ken taken magic secret fairi world far away barbi rival raquel take fairi friend journey bring back along way must stick togeth learn real magic lie fairi world power friendship
4691,6917,10396,Tequila Sunrise,17.297,notadult en crime romance thriller drugdealer restaurantowner womanbetweentwomen cop organizedcrime bestfriend losangeles california druglord seasidetown bestfriends bestfriendsonoppositesidesenglish spanish,seasid california town best friend mac nick opposit side law mac former drug dealer tri clean act nick detect tri take mexican drug lord name carlo soon nick loyalti put test begin affair restaurateur jo ann love interest mac unwittingli lead friend trap
4692,6921,660942,The Innocents,20.689,notadult no thriller horror sciencefiction telepathy autism childmurder mentalism children'sperspectivesnorwegian,four children becom friend summer holiday sight adult discov hidden power explor newfound abil nearbi forest playground innoc play take dark turn strang thing begin happen
4693,6931,300693,Truth,25.237,notadult en drama usapresident basedonnovelorbook presidentialelection journalism biography tvreporter basedonmemoirorautobiography politicalscandal 2000senglish,renown produc close associ dan rather mari mape believ broken biggest stori 2004 elect revel sit presid militari servic alleg come pour sourc chang stori document authent question casualti begin mount
4694,6932,852096,We Have a Ghost,21.485,notadult en comedy fantasy family adventure horror cia hauntedhouse ghost socialmediajapanese english,kevin find ghost name ernest haunt new home becom overnight social media sensat kevin ernest go rogu investig mysteri latter past becom target cia
4695,6935,9449,The Borrowers,17.219,notadult en adventure fantasy action comedy family dwarf household lawyer basedonchildren'sbook littlepeople child'spointofview realestateenglish,clock famili secretli share hous lender famili borrow item thread safeti pin batteri scrap food howev peac disturb evil lawyer ociou potter steal grant titl hous plan demolish order build apart lender forc move clock face risk expos world
4696,6936,736074,"Batman: The Long Halloween, Part Two",17.002,notadult en animation mystery action crime holiday superhero aftercreditsstinger dcamu(tomorrowverse)english,gotham citi young vigilant batman struggl pursu brutal serial killer district attorney harvey dent get caught feud involv crimin famili falcon
4697,6937,13275,Annapolis,21.581,notadult en drama action u.s.navy maryland u.s.navalacademyenglish,jake huard shipbuild famili promis die mother make anapoli naval academi thank tenaci bug congressman select despit dubiou grade insid jake soon prove academ constantli challeng limit repeatedli made reason entir class suffer jake nearli quit face utterli father gloat return time stubborn jake find support with mate well senor ali disciplin may excel box tournament open rank
4698,6938,16198,My Neighbors the Yamadas,20.966,notadult ja animation family surrealism middleclass dysfunctionalfamily basedoncomic urbansetting grandmother japanesefamily haiku animejapanese,yamada typic middl class japanes famili urban tokyo film show us varieti episod live tale rang humor heartbreak see famili cope life littl conflict problem joy way
4699,6943,843241,The Seven Deadly Sins: Cursed by Light,41.042,notadult ja animation fantasy magic sequel animejapanese,help dragon sin wrath melioda worst rebel histori seven deadli sin holi war four race includ human goddess fairi giant fought demon final cost lion sin pride escanor life demon king defeat world regain peac sin take path
4700,6946,12914,Stargate: Continuum,15.388,notadult en action adventure sciencefiction tvmovie spacecraft timetravel spacetravel alien alieninvasion changinghistoryenglish,travel back time prevent stargat program start must somehow restor histori
4701,6948,17443,...And Justice for All,15.131,notadult en drama lawyer courtroom extramaritalaffair courtroomdrama legalthrillerczech english,ethic baltimor defens lawyer disgust rampant legal corrupt forc defend judg despis rape trial threat disbar
4702,6949,1808,Velvet Goldmine,17.058,notadult en drama music greatbritain narration bisexuality glamrock lgbt musicjournalism imaginaryband babyleftondoorstep fictionalband downfeather 19thcentury 1980s gaythemeenglish,almost decad elaps sinc bowiesqu superstar brian slade escap spotlight london scene investig journalist arthur stuart assign uncov truth behind enigmat slade stuart forg music 1970 explor star idol becom sinc turn new decad
4703,6953,1644,The Vanishing,18.762,notadult en thriller drama mystery horror buriedalive remakeenglish,boyfriend abduct woman never give search abductor look
4704,6955,589761,Chernobyl: Abyss,43.656,notadult ru drama history adventure action fantasy mystery diving radiation basedontruestory firefighter chernobylenglish russian,aftermath shock explos chernobyl nuclear power station made hundr peopl sacrific live clean site catastroph success prevent even bigger disast could turn larg part european contin uninhabit exclus zone stori
4705,6961,294793,All the Old Knives,20.148,notadult en thriller action cia basedonnovelorbook espionage spy conspiracy vienna austria formerloversenglish,cia discov one agent leak inform cost 100 peopl live veteran oper henri pelham assign root mole former lover colleagu celia harrison
